Matricule,Année,PriorityStrategique,Description,Ponderation,IndicateurResultat,Resultat,Commentaire
00121,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00122,2023,Robustesse Opérationnelle,Réussir les opérations d'accostage et de désaccostage sans incident,30,Zéro notification d'incident (mensuel) par les compagnies,0,
00122,2023,Robustesse Opérationnelle,Assurer la supervision technique des passerelles,30,Check-list PBB réalisé et envoyé avant utilisation passerelle (quotidien),0,
00122,2023,Robustesse Opérationnelle,,0,,0,
00122,2023,Robustesse Opérationnelle,,0,,0,
00122,2023,Performance Financière,Assurer la disponibilité de la passerelle (qualité de service de l'autorité concédante),30,Taux de disponibilité des passerelles supérieur à 85% (trimestriel),0,
00122,2023,Performance Financière,,0,,0,
00122,2023,Performance Financière,,0,,0,
00122,2023,Performance Financière,,0,,0,
00122,2023,Responsabilité Sociétale d'Entreprise,Garantir la propreté des passerelles,10,Note SPM passerelle supérieure ou égale au seuil,0,
00122,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00122,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00122,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00132,2023,Robustesse Opérationnelle,Fluidité des informations,20,"atteint si le CDT est informé à temps et que les informations, événements sont enregistrés",0,
00132,2023,Robustesse Opérationnelle,"Propreté de l'aéroport (Aérogare, PKG Auto, TRM, Bande de piste, Bureau RAVINALA, Espace vert côté ville)",15,"atteint si les réclamations des usagers sont inferieur ou égal à deux (2) par mois, et que les cahiers et/ou fichiers d'enregistrement sot remplis à temps",0,
00132,2023,Robustesse Opérationnelle,"Assurer la véracité des enregistrements tels que les FSA, les divers rapports utiles à la facturation et au qualité des services",15,atteint si nombre de version correctif et réclamation des utilisateurs inférieur à Quatre (4) par mois,0,
00132,2023,Robustesse Opérationnelle,Esprit d'équipe,10,Atteint si il n'a pas de réclamation de la part des collaborateurs,0,
00132,2023,Performance Financière,Equilibrage des effectifs et des activité,10,atteint si baisse d'heure supplementaire pour les agents et disponibilité suivant le programme de vol,0,
00132,2023,Performance Financière,Optimiser l'utilisation des matériels et produits pour le nettoyage de l'aérogare,15,atteint si reductioin de 5% au niveau des la demande d'appro en équipement et produit d'entretin,0,
00132,2023,Performance Financière,Economie d'energie,5,Atteint si de réclamation sur l'utilisation abusive des matériels éléctroniques et éclairages ; Baisse de la consomation éléctrique (Facture de la JIRAMA),0,
00132,2023,Performance Financière,,0,,0,
00132,2023,Responsabilité Sociétale d'Entreprise,Participation effective sur les divers programmes initiés par RAVINALA Airports,10,atteint si présente,0,
00132,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00132,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00132,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00133,2023,Robustesse Opérationnelle,Sécurisation du terminal : suivre par des indicateurs et des controles qualité les prestataires landside sécurité sur NOS et TNR,10,Atteint sur présentation des suivis à partir d'un tableau de bord sécurité landside : conformité contrat/prestation qualité avec traçabilité des échanges avec les partenaires (pv de réunion/taux des informels etc,0,
00133,2023,Robustesse Opérationnelle,Mettre en place un process d'identification des véhicules accédant en airside conforme au processus réglementation des autorités,15,Taux de rapport des incidents,0,
00133,2023,Robustesse Opérationnelle,Suivre par des indicateurs les accès à l'aéroports,10,"Taux de disponibilité des accès principaux (voie d'accès, port d'accès)/ nombre de badges d'accès",0,
00133,2023,Robustesse Opérationnelle,Création d'un tableau de gestion des incidents de sureté,10,Taux d'incident sureté avec thèmes d'incidents,0,
00133,2023,Performance Financière,"Proposer une organisation de suivi financier sur la gestion des badges et signalisations (ratio, cout, délai)",10,Editer un tableau de bord mensuel avec au minima 3KPIs mensuel,0,
00133,2023,Performance Financière,EBITDA à 12 000 000 euros,10,Objectif commun entreprise,0,
00133,2023,Performance Financière,Amélioration le flux pax devant les commerces en zone public,10,Proposer en collaboration avec le chef de département landside 2 options de cheminemant favorisant la consommation,0,
00133,2023,Performance Financière,,0,,0,
00133,2023,Responsabilité Sociétale d'Entreprise,Mettre en place un nouveau plan d'action de signalisation pour les accès/indications/orientation,15,Atteint si >-4 (point ASQ à atteindre),0,
00133,2023,Responsabilité Sociétale d'Entreprise,"S'assurer que les prestataires appliquent les principes d'équité, de promotion de la diversité, de formation et de sécurité dans leur prestation",10,Atteint si présentation d'un contrôle des éléments pour les prestataires BIS et 3SM,0,
00133,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00133,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00155,2023,Robustesse Opérationnelle,Réussir les opérations d'accostage et de désaccostage sans incident,30,Zéro notification d'incident (mensuel) par les compagnies,0,
00155,2023,Robustesse Opérationnelle,Assurer la supervision technique des passerelles,30,Check-list PBB réalisé et envoyé avant utilisation passerelle (quotidien),0,
00155,2023,Robustesse Opérationnelle,,0,,0,
00155,2023,Robustesse Opérationnelle,,0,,0,
00155,2023,Performance Financière,Assurer la disponibilité de la passerelle (qualité de service de l'autorité concédante),30,Taux de disponibilité des passerelles supérieur à 85% (trimestriel),0,
00155,2023,Performance Financière,,0,,0,
00155,2023,Performance Financière,,0,,0,
00155,2023,Performance Financière,,0,,0,
00155,2023,Responsabilité Sociétale d'Entreprise,Garantir la propreté des passerelles,10,Note SPM passerelle supérieure ou égale au seuil,0,
00155,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00155,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00155,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00161,2023,Robustesse Opérationnelle,Validation du plan d’urgence à NOS,15,Validation de l'exercice général du plan d'urgence à NOS par l'ACM,0,
00161,2023,Robustesse Opérationnelle,"Elaborer un système de gestion des incidents sûreté, risques majeurs et mineurs sur TNR et sur NOS",20,Mise en place d'un système de gestion effectif en ocotbre,0,
00161,2023,Robustesse Opérationnelle,Refonte du manuel du plan d'action d'urgence et suivi des comités liésau plan d'urgence,10,"Edition d'un manuel destiné à une utilisation opérationnelle efficace : manuel du CDOU, fiches reflexes, logigramme, manuel du PUA ops 5% pour chaque item Dec 2023",0,
00161,2023,Robustesse Opérationnelle,Structurer les veilles règlementaires et mise à disposition de l'ensemble de la documentation,5,"Etablir une bibliothèque structurée, actualisée pour la DOP fin aout mettre en place un système ede partage sur l'actualisation de la veille",0,
00161,2023,Performance Financière,Atteinte d'un EBITDA de 12 000 000 euros,20,commun entreprise,0,
00161,2023,Performance Financière,,0,,0,
00161,2023,Performance Financière,,0,,0,
00161,2023,Performance Financière,,0,,0,
00161,2023,Responsabilité Sociétale d'Entreprise,Réduction de niveau d'incursion et d'intrusion,10,diminution vers 0 et action corrective pour atteindre 0 intrusion sur le second semestre 2023 (juin dec),0,
00161,2023,Responsabilité Sociétale d'Entreprise,Diminution du taux d'incident lié au péril aviaire. Collaboration avec l'airside pour la mise en place d'un système d'effarouchement efficace,10,Diminution du nombre d'incidents aviaire à fin dec 2023 vs 2022,0,
00161,2023,Responsabilité Sociétale d'Entreprise,"Communication : comment communiquer sur l'activité du SGS : rôle mission, base documentaire, indicateurs",10,,0,
00161,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00163,2023,Robustesse Opérationnelle,DISPONIBILITE DES SAISONNIERS,20,LES PROGRAMMES DES VOLS DES COMPAGNIES SONT DISPONIBLE AU PLUS TARD DEUX (02) MOIS AVANT LE DEBUT DE CHAQUE SAISON ET VISIBLE DANS INFOPAX UN (01) MOIS AVANT LA PRESENTATION DE LA NOUVELLE SAISON,0,
00163,2023,Robustesse Opérationnelle,RESPECT DE LA PONCTUALITE DES VOLS,15,TAUX DE PONCTUALITE AU DEPART DES VOLS (OTP15'),0,
00163,2023,Robustesse Opérationnelle,ALLOCATION OPTIMALE DES RESSOURCES PRIMAIRES ET SECONDAIRES,30,L'ALLOCATION DES RESSOIURCES PRIMAIRES ET SECONDAIRES EST CONFORME AU TRAFIC ATTENDU A UNE PERIODE DONNEE,0,
00163,2023,Robustesse Opérationnelle,,0,,0,
00163,2023,Performance Financière,EXHAUSTIVITE DES DONNEES DE TRAFIC,15,TAUX D'INSERTION DES MOUVEMENTS AVIONS ET DES PASSAGERS DANS INFOPAX,0,
00163,2023,Performance Financière,SUIVI DES TEMPS D'UTILISATION DES BANQUES D'ENREGISTREMENT,10,COMPTE RENDU D'UTILISATION DES BANQUES D'ENREGISTREMENTS VALIDES (TNR ET NOS) PAR LES COMPAGNIES AERIENNES ET TRANSMIS AU SERVICE FACTURATION,0,
00163,2023,Performance Financière,EBITDA A 11 000 000 eurors,10,objectif commun entreprise,0,
00163,2023,Performance Financière,,0,,0,
00163,2023,Responsabilité Sociétale d'Entreprise,SUPERVISION DU FIRST BAG LAST BAG (FBLB) PAR L'AOCC,10,L'EQUIPEMENT FBLB EST ACTIVE PAR LES COORDOS ET LES MESSAGES D'AFFICHAGE SONT CONFORMES AUX LIVRAISONS EN COURS,0,
00163,2023,Responsabilité Sociétale d'Entreprise,SUPERVISION DES FLIGHT INFORMATIONS DEPARTURE SYSTEM (FIDS) PAR LE SLOT,15,LES INFORMATIONS AFFICHEES SUR LES FIDS SONT CONFORMES AUX OPERATIONS,0,
00163,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00163,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00173,2023,Robustesse Opérationnelle,Dresser une historique d'interventions des Passerelles Télescopiques et proposer une amélioration du plan de maintenance pour garantir leur disponibilité,25,Disponibilité des Passerelles Télescopiques à 96%,0,
00173,2023,Robustesse Opérationnelle,"Superviser l'activité des prestataires.
Vérification des travaux de sous-traitant et suivi maintenance préventive par rapport au contrat",15,Mise en place d'un calendrier d'intervention des sous-traitants.,0,
00173,2023,Robustesse Opérationnelle,Pilotage des FNA du service CFO,10,Clôture à 80% au 01/12/23,0,
00173,2023,Robustesse Opérationnelle,Ticketing AOCC,10,Attribution de BI dans la GMAO à chaque Ticket et clôture à 80% au 01/12/23,0,
00173,2023,Performance Financière,Assurer une économie de 5% sur le budget de service pour la réalisation des tâches,15,Economie de 5% durant l'année 2023,0,
00173,2023,Performance Financière,"Garantir la disponibilité des PDR et stock de securité (Consommables, carburants, etc..) : Identification des PDR stratégique et constitution des stock",10,"0 arrêt pour non disponibilité des PDR
Sans rupture des stock de securité et PDR",0,
00173,2023,Performance Financière,,0,,0,
00173,2023,Performance Financière,,0,,0,
00173,2023,Responsabilité Sociétale d'Entreprise,"Garantir la qualité des travaux de Maintenance (propreté durant et après les interventions) et éviter l'emission de nuisances sonores (bruits, alarmes, ..)",8,0 réclamation par rapport à la propreté et /ou nuisances (sonore) pendant et après les travaux,0,
00173,2023,Responsabilité Sociétale d'Entreprise,Garantir la Sécurité des intervenants (Maintenance Interne et sous traitants) durant les opérations de Maintenance : port d'EPIs et application des régles de sécurité,8,Atteint si 0 accidents de travail durant l'année 2023 (sous-traitants et techniciens internes de Ravinala),0,
00173,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00173,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00174,2023,Robustesse Opérationnelle,Mise en place des nouveaux contrats de maintenance,20,"les contrats de maintenance suivant sont effectifs :
-Chaussée aéronautique TNR pour aout 2023
-Séparateurs hydrocarbures TNR, auvent, baobab TC et caniveau Nosy Be pour fin fin 1er septembre 2023",0,
00174,2023,Robustesse Opérationnelle,Assurer la disponibilité des infrastructures et équipements dans son périmètre,20,Le taux de disponibilité moyen est de >95% sur l'année,0,
00174,2023,Robustesse Opérationnelle,Limiter les incidents majeurs au sein de l'aéroport,15,Aucun incident majeur dans le périmètre d'intervention de la maintenance Ravinala n'impacte des biens ou des personnes,0,
00174,2023,Robustesse Opérationnelle,Utilisation de la GMAO,10,La GMAO est opérationnelle et que l'ensemble des équipes sait manipuler l'outil,0,
00174,2023,Performance Financière,"Mise en place d'un contrat cadre pour les achats des PDR : électricité, plomberie, peinture",15,Un ou des contrats cadres sont en place pour permettre l'achat de 35% du montant prévisionnel de pièces de rechanges - OPEX B23,0,
00174,2023,Performance Financière,Respect de la planification des dépenses en OPEX,10,Le taux de respect mensuel suivant le planning de dépenses est supérieur à 75%,0,
00174,2023,Performance Financière,,0,,0,
00174,2023,Performance Financière,,0,,0,
00174,2023,Responsabilité Sociétale d'Entreprise,Diminution de la consommation Energetique,10,"Un plan d'action validé par la Direction Ravinala, par rapport à la diminution des consommations énergétiques est mise en place",0,
00174,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00174,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00174,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00177,2023,Robustesse Opérationnelle,"Disponibilité de supports de communication-marketing pour les cibles suivants : 

Corporate : support numérique et physique
grand public : support numérique et vidéo Ravinala Airports
Tiers ayant une relation commerciale : support physique et numérique",15,"Atteint si 3 types de supports de communication disponibles 

Corporate : 31juillet 
Pro marketing : 30 septembre 
Grand Public 30 novembre",0,
